,Pred,,Freq,Result,Pearson,
49,0.5933,49,1.0,0.4067,0.528003739343924,
50,1.202,50,12.5,11.298,10.3050318064742,
51,1.18,51,0.0,-1.18,-1.08627804912002,
52,0.5415,52,0.0,-0.5415,-0.735866835779409,
53,1.218,53,0.0,-1.218,-1.10363037290571,
54,1.203,54,0.0,-1.203,-1.0968135666557,
55,0.764,55,0.0,-0.764,-0.874070935336486,
56,0.5625,56,1.0,0.4375,0.583333333333333,
57,0.5786,57,0.0,-0.5786,-0.760657610229465,
58,1.216,58,1.0,-0.216,-0.195878587529703,
59,1.214,59,0.0,-1.214,-1.10181668166715,
60,0.78,60,1.0,0.22,0.249100947511811,
61,0.528,61,0.0,-0.528,-0.726636084983398,
62,1.215,62,2.1739130434782600,0.95891304347826,0.86994357934111,
63,1.209,63,1.0,-0.209,-0.190078561094943,
64,0.4907,64,0.0,-0.4907,-0.700499821556009,
65,0.505,65,1.0,0.495,0.696561569282989,
66,0.802,66,0.0,-0.802,-0.895544527089524,
67,0.856,67,1.0,0.144,0.155641572420162,
68,0.5835,68,0.0,-0.5835,-0.763871716978708,
69,1.196,69,0.0,-1.196,-1.09361784915939,
70,0.4778,70,1.0,0.5222,0.755464036485372,
71,1.123,71,2.0,0.877,0.827579482910423,
72,1.227,72,2.0,0.773,0.697842174192345,
73,1.211,73,1.0,-0.211,-0.191738967203274,
74,0.898,74,2.0,1.102,1.16290282672707,
75,0.828,75,0.0,-0.828,-0.909945053286186,
76,0.584,76,1.0,0.416,0.544360879493822,
77,1.218,77,1.0,-0.218,-0.197529902539774,
78,1.056,78,0.0,-1.056,-1.02761860629321,
79,1.051,79,1.0,-0.051,-0.0497472202054865,
80,0.5244,80,0.0,-0.5244,-0.724154679609267,
81,0.567,81,0.0,-0.567,-0.752994023880668,
82,0.528,82,0.0,-0.528,-0.726636084983398,
83,1.211,83,1.0,-0.211,-0.191738967203274,
84,0.737,84,2.272727272727270,1.53572727272727,1.7888764756252,
85,0.5107,85,0.0,-0.5107,-0.714632772828115,
86,0.525,86,0.0,-0.525,-0.724568837309472,
87,1.225,87,0.0,-1.225,-1.10679718105893,
88,0.749,88,0.0,-0.749,-0.865447860936752,
89,1.21,89,0.0,-1.21,-1.1,
90,1.445,90,1.0,-0.445,-0.370191197209428,
91,0.9253,91,0.0,-0.9253,-0.961925153013476,
92,2.1,92,1.0,-1.1,-0.8,
93,1.2,93,0.0,-1.2,-1.1,
94,0.976,94,0.0,-0.976,-0.987927122818277,
95,1.202,95,0.0,-1.202,-1.09635760589326,
96,1.199,96,1.0,-0.199,-0.181737054460935,
97,0.976,97,0.0,-0.976,-0.987927122818277,
98,2.04,98,2.0,-0.04,-0.0280056016805602,
99,1.18,99,0.0,-1.18,-1.08627804912002,
100,1.102,100,0.0,-1.102,-1.04976187776086,
101,0.881,101,1.0,0.119,0.126782411223666,
102,1.202,102,0.0,-1.202,-1.09635760589326,
103,0.5625,103,0.0,-0.5625,-0.75,
104,1.277,104,1.0,-0.277,-0.245123145181839,
105,1.195,105,0.0,-1.195,-1.09316055545377,
106,1.051,106,0.0,-1.051,-1.02518291050914,
107,0.503,107,0.0,-0.503,-0.709224929059886,
108,1.222,108,1.0,-0.222,-0.200824813119913,
109,1.228,109,0.0,-1.228,-1.10815161417561,
110,1.192,110,2.0,0.808,0.740070738501785,
111,1.243,111,0.0,-1.243,-1.1148990985735,
112,1.213,112,0.0,-1.213,-1.10136279218067,
113,0.6704,113,0.0,-0.6704,-0.818779579618349,
114,1.219,114,0.0,-1.219,-1.10408333018844,
115,1.213,115,2.0,0.787,0.714569264176576,
116,0.5317,116,0.0,-0.5317,-0.729177618965366,
117,1.215,117,3.4482758620689700,2.23327586206897,2.02606900627526,
118,1.051,118,0.0,-1.051,-1.02518291050914,
119,1.218,119,1.4492753623188400,0.23127536231884,0.209558714581153,
120,1.21,120,3.0,1.79,1.62727272727273,
121,1.269,121,0.0,-1.269,-1.12649900133112,
122,1.117,122,0.0,-1.117,-1.05688220724923,
123,0.477,123,0.0,-0.477,-0.69065186599328,
124,0.737,124,1.0,0.263,0.306352906173191,
125,0.484,125,0.0,-0.484,-0.695701085237043,
126,0.7646,126,0.0,-0.7646,-0.874414089547967,
127,1.719,127,1.0,-0.719,-0.54839179974427,
128,0.663,128,7.142857142857140,6.47985714285714,7.9580867160863,
129,1.036,129,0.0,-1.036,-1.01784085199996,
130,0.724,130,2.1739130434782600,1.44991304347826,1.7040120976085,
131,1.243,131,1.0,-0.243,-0.217956943647112,
132,0.5454,132,0.0,-0.5454,-0.73851201750547,
133,0.7305,133,2.0,1.2695,1.48532877648829,
134,1.202,134,9.090909090909090,7.88890909090909,7.19556196673766,
135,1.231,135,1.0,-0.231,-0.20820106822276,
136,0.847,136,0.0,-0.847,-0.920326029187483,
137,1.363,137,0.0,-1.363,-1.1674759098157,
138,0.5674,138,1.0,0.4326,0.57430401089787,
139,0.8066,139,0.0,-0.8066,-0.898109124772708,
140,1.2,140,0.0,-1.2,-1.1,
141,1.207,141,0.0,-1.207,-1.09863551735778,
142,0.8286,142,1.0,0.1714,0.188294811496994,
143,0.715,143,2.0,1.285,1.51967285769194,
144,0.5635,144,0.0,-0.5635,-0.750666370633453,
145,0.704,145,1.0,0.296,0.352781158020869,
146,0.7515,146,1.0,0.2485,0.286656570401978,
147,0.5195,147,0.0,-0.5195,-0.720763484091696,
148,2.11,148,0.0,-2.11,-1.45258390463339,
149,1.2,149,1.0,-0.2,-0.2,
150,0.6274,150,1.0,0.3726,0.470403553036746,
151,1.214,151,0.0,-1.214,-1.10181668166715,
152,1.22,152,3.0,1.78,1.61153627955683,
153,0.7075,153,0.0,-0.7075,-0.841130192063036,
154,0.505,154,0.0,-0.505,-0.710633520177595,
155,0.9253,155,0.0,-0.9253,-0.961925153013476,
156,0.5107,156,0.0,-0.5107,-0.714632772828115,
157,1.202,157,1.0,-0.202,-0.184246452903859,
158,1.019,158,2.0,0.981,0.971811234532859,
159,1.206,159,1.0,-0.206,-0.187583038549799,
160,1.222,160,0.0,-1.222,-1.10544108843484,
161,0.602,161,5.0,4.398,5.66835418818001,
162,0.8286,162,0.0,-0.8286,-0.910274683818022,
163,0.819,163,4.0,3.181,3.51497077313874,
164,1.196,164,2.0,0.804,0.735174540739252,
165,1.186,165,0.0,-1.186,-1.08903627120496,
166,1.212,166,1.0,-0.212,-0.192568191170881,
167,2.127,167,0.0,-2.127,-1.45842380671738,
168,0.7075,168,1.0,0.2925,0.347746404492492,
169,0.882,169,2.0,1.118,1.19043999944989,
170,0.756,170,1.0,0.244,0.280626660799224,
171,1.051,171,0.0,-1.051,-1.02518291050914,
172,0.4773,172,0.0,-0.4773,-0.690869017976635,
173,0.5176,173,0.0,-0.5176,-0.719444229944198,
174,1.006,174,1.0,-0.006,-0.00598208059711483,
175,1.098,175,0.0,-1.098,-1.04785495179438,
176,0.5073,176,1.0,0.4927,0.691751534363819,
177,2.059,177,0.0,-2.059,-1.43492160064583,
178,3.37,178,0.0,-3.37,-1.83575597506858,
179,1.651,179,1.0,-0.651,-0.50664930581157,
180,0.984,180,1.2048192771084300,0.22081927710843,0.222607316639486,
181,2.1,181,1.0,-1.1,-0.8,
182,1.194,182,2.0,0.806,0.737620330586002,
183,0.5093,183,0.0,-0.5093,-0.713652576538472,
184,0.57,184,1.0,0.43,0.569548913537969,
185,0.562,185,0.0,-0.562,-0.749666592559652,
186,0.731,186,0.0,-0.731,-0.854985379991962,
187,1.226,187,1.1627906976744200,-0.06320930232558,-0.0570868082035593,
188,1.133,188,1.2658227848101300,0.13282278481013,0.124783633270325,
189,0.872,189,1.0,0.128,0.137072939800998,
190,0.6655,190,0.0,-0.6655,-0.815781833580523,
191,2.377,191,1.0,-1.377,-0.893139607942901,
192,0.5103,192,2.0,1.4897,2.08538398311795,
193,4.06,193,8.333333333333330,4.27333333333333,2.12081972358455,
194,1.194,194,0.0,-1.194,-1.09270307037182,
195,1.142,195,0.0,-1.142,-1.0686440005914,
196,1.214,196,0.0,-1.214,-1.10181668166715,
197,1.222,197,0.0,-1.222,-1.10544108843484,
198,0.4922,198,1.0,0.5078,0.723805521640484,
199,0.5625,199,1.0,0.4375,0.583333333333333,
200,0.5503,200,0.0,-0.5503,-0.741822081094921,
201,0.4722,201,0.0,-0.4722,-0.687168101704379,
202,1.212,202,0.0,-1.212,-1.10090871556183,
203,0.7007,203,0.0,-0.7007,-0.837078252017098,
204,1.051,204,1.0,-0.051,-0.0497472202054865,
205,2.043,205,1.0,-1.043,-0.729709709680069,
206,0.9136,206,0.0,-0.9136,-0.955824251627882,
207,1.214,207,0.0,-1.214,-1.10181668166715,
208,0.485,208,1.0,0.515,0.73949690337627,
209,0.468,209,4.545454545454550,4.07745454545455,5.96027367908468,
210,1.194,210,1.0,-0.194,-0.177541369892909,
211,0.5005,211,0.0,-0.5005,-0.70746024623296,
212,1.068,212,0.0,-1.068,-1.0334408546211,
213,1.207,213,1.0,-0.207,-0.188415536116869,
214,1.204,214,0.0,-1.204,-1.09726933794762,
215,0.5283,215,1.0,0.4717,0.648971419313184,
216,1.195,216,0.0,-1.195,-1.09316055545377,
217,0.4963,217,0.0,-0.4963,-0.704485627958442,
218,1.217,218,1.0,-0.217,-0.196704567651812,
219,1.209,219,0.0,-1.209,-1.09954536059228,
220,1.101,220,2.0,0.899,0.856773513695014,
221,0.6772,221,0.0,-0.6772,-0.822921624457639,
222,1.051,222,0.0,-1.051,-1.02518291050914,
223,1.213,223,1.0,-0.213,-0.193396764002047,
224,1.227,224,0.0,-1.227,-1.10770032048384,
225,1.203,225,1.0,-0.203,-0.185081591048302,
226,1.031,226,1.0,-0.031,-0.0305303906405947,
227,0.4778,227,0.0,-0.4778,-0.691230786351418,
228,0.5933,228,0.0,-0.5933,-0.770259696466069,
229,1.201,229,1.0,-0.201,-0.183410651573841,
230,1.223,230,0.0,-1.223,-1.10589330407594,
231,0.616,231,0.0,-0.616,-0.784856674813943,
232,0.504,232,0.0,-0.504,-0.709929573971954,
233,1.008,233,2.0,0.992,0.988055650383099,
234,1.204,234,1.0,-0.204,-0.185916067227005,
235,1.195,235,0.0,-1.195,-1.09316055545377,
236,0.7534,236,0.0,-0.7534,-0.867986175005109,
237,0.756,237,1.0,0.244,0.280626660799224,
238,0.966,238,0.0,-0.966,-0.982852990024449,
239,0.5317,239,2.0,1.4683,2.01363832598617,
240,1.078,240,1.4492753623188400,0.37127536231884,0.357591140301932,
241,1.209,241,0.0,-1.209,-1.09954536059228,
242,1.217,242,1.0,-0.217,-0.196704567651812,
243,0.575,243,1.0,0.425,0.560473402386419,
244,1.222,244,1.0,-0.222,-0.200824813119913,
245,1.231,245,1.0,-0.231,-0.20820106822276,
246,0.556,246,0.0,-0.556,-0.74565407529229,
247,0.6553,247,1.0,0.3447,0.425815238603708,
248,1.213,248,2.0,0.787,0.714569264176576,
249,1.202,249,1.0,-0.202,-0.184246452903859,
250,3.955,250,0.0,-3.955,-1.98871818013513,
251,1.227,251,2.0,0.773,0.697842174192345,
252,0.8345,252,1.1235955056179800,0.28909550561798,0.31646681011372,
253,1.12,253,0.0,-1.12,-1.05830052442584,
254,2.041,254,1.1764705882352900,-0.86452941176471,-0.605143357396894,
255,0.7065,255,0.0,-0.7065,-0.840535543567314,
256,1.067,256,1.0,-0.067,-0.0648623371004552,
257,1.217,257,6.25,5.033,4.56227690779525,
258,0.9497,258,0.0,-0.9497,-0.974525525576421,
259,1.051,259,0.0,-1.051,-1.02518291050914,
260,1.123,260,0.0,-1.123,-1.05971694333912,
261,0.704,261,0.0,-0.704,-0.839047078536121,
262,1.226,262,1.0,-0.226,-0.204109493054526,
263,0.5283,263,1.0,0.4717,0.648971419313184,
264,4.07,264,2.0,-2.07,-1.02606090598998,
265,1.143,265,2.0,0.857,0.801599996682052,
266,1.21,266,1.0,-0.21,-0.190909090909091,
267,0.516,267,0.0,-0.516,-0.718331399842719,
268,0.6953,268,4.0,3.3047,3.96319942062396,
269,0.9043,269,0.0,-0.9043,-0.950946896519464,
270,1.031,270,0.0,-1.031,-1.01538170162752,
271,0.632,271,1.0,0.368,0.462902236992497,
272,1.216,272,1.6666666666666700,0.45066666666667,0.408684954228643,
273,1.198,273,0.0,-1.198,-1.09453186340097,
274,4.074,274,100.0,95.926,47.5254046111768,
275,1.199,275,7.142857142857140,5.94385714285714,5.42823662954495,
276,1.056,276,0.0,-1.056,-1.02761860629321,
277,1.254,277,0.0,-1.254,-1.11982141433355,
278,0.744,278,0.0,-0.744,-0.862554346113913,
279,1.206,279,0.0,-1.206,-1.09818031306339,
280,0.616,280,1.8867924528301900,1.27079245283019,1.61913951121259,
281,0.872,281,0.0,-0.872,-0.9338094023943,
282,0.966,282,0.0,-0.966,-0.982852990024449,
283,0.4849,283,0.0,-0.4849,-0.696347614342147,
284,0.601,284,0.0,-0.601,-0.775241897732572,
285,0.4797,285,0.0,-0.4797,-0.692603782836912,
286,1.051,286,0.0,-1.051,-1.02518291050914,
287,1.202,287,2.380952380952380,1.17895238095238,1.07533561551007,
288,0.5557,288,0.0,-0.5557,-0.745452882481515,
289,2.068,289,2.0408163265306100,-0.02718367346939,-0.0189030932872662,
290,2.19,290,2.0,-0.19,-0.128390101895902,
291,1.008,291,0.0,-1.008,-1.00399203184089,
292,1.213,292,1.3333333333333300,0.12033333333333,0.109258578724158,
293,0.661,293,0.0,-0.661,-0.813019064967114,
294,0.986,294,0.0,-0.986,-0.992975326984513,
295,1.211,295,1.0,-0.211,-0.191738967203274,
296,1.2,296,3.0,1.8,1.6,
297,1.212,297,0.0,-1.212,-1.10090871556183,
298,1.225,298,0.0,-1.225,-1.10679718105893,
299,1.084,299,0.0,-1.084,-1.04115320678563,
300,1.243,300,0.0,-1.243,-1.1148990985735,
301,1.217,301,0.0,-1.217,-1.10317722964173,
302,1.008,302,0.0,-1.008,-1.00399203184089,
303,1.051,303,1.0,-0.051,-0.0497472202054865,
304,0.572,304,0.0,-0.572,-0.756306816047562,
305,0.676,305,0.0,-0.676,-0.822192191643779,
306,1.041,306,0.0,-1.041,-1.02029407525478,
307,1.231,307,1.0,-0.231,-0.20820106822276,
308,1.19,308,2.0,0.81,0.742525782592851,
309,1.2295,309,2.0,0.7705,0.694877703172879,
310,2.576,310,0.0,-2.576,-1.60499221181911,
311,1.211,311,0.0,-1.211,-1.10045445157898,
312,1.131,312,1.0,-0.131,-0.123179941412559,
313,1.202,313,5.555555555555560,4.35355555555556,3.97092657738119,
314,0.8804,314,0.0,-0.8804,-0.938296328459192,
315,1.202,315,1.0,-0.202,-0.184246452903859,
316,0.7407,316,1.0,0.2593,0.301287660026053,
317,1.201,317,0.0,-1.201,-1.0959014554238,
318,0.678,318,0.0,-0.678,-0.823407554009556,
319,2.133,319,0.0,-2.133,-1.46047937335657,
320,0.918,320,3.0,2.082,2.17299829006547,
321,1.201,321,1.0,-0.201,-0.183410651573841,
322,0.6226,322,0.0,-0.6226,-0.789050061783154,
323,0.572,323,2.0,1.428,1.88812261069216,
324,0.5815,324,0.0,-0.5815,-0.762561472931855,
325,1.201,325,2.2222222222222200,1.02122222222222,0.931855886464993,
326,1.381,326,1.0,-0.381,-0.324211291632499,
327,1.2,327,0.0,-1.2,-1.1,
328,0.739,328,1.0,0.261,0.303611549412074,
329,1.203,329,1.0,-0.203,-0.185081591048302,
330,0.5786,330,0.0,-0.5786,-0.760657610229465,
331,0.756,331,0.0,-0.756,-0.869482604771366,
332,0.639,332,1.0,0.361,0.451602952732882,
333,0.8804,333,1.0,0.1196,0.127465062339527,
334,0.6143,334,1.0,0.3857,0.492106816984693,
335,0.6367,335,2.0,1.3633,1.70853551088601,
336,0.501,336,1.0,0.499,0.704987931834252,
337,0.9297,337,0.0,-0.9297,-0.964209520799292,
338,1.199,338,1.0,-0.199,-0.181737054460935,
339,0.5835,339,1.075268817204300,0.4917688172043,0.643784559990467,
340,0.5513,340,0.0,-0.5513,-0.742495791233863,
341,1.154,341,2.0,0.846,0.787530638175975,
342,0.6704,342,0.0,-0.6704,-0.818779579618349,
343,0.4878,343,0.0,-0.4878,-0.698426803609369,
344,0.632,344,0.0,-0.632,-0.794984276574072,
345,0.4878,345,0.0,-0.4878,-0.698426803609369,
346,2.059,346,1.0,-1.059,-0.738019414805215,
347,0.7285,347,0.0,-0.7285,-0.853522114534826,
348,2.04,348,1.0,-1.04,-0.728145643694565,
349,0.661,349,0.0,-0.661,-0.813019064967114,
350,0.8784,350,1.0,0.1216,0.129744038332001,
351,0.756,351,1.0,0.244,0.280626660799224,
352,1.209,352,2.0,0.791,0.719388238402391,
353,1.229,353,0.0,-1.229,-1.10860272415325,
354,1.223,354,1.0,-0.223,-0.201646939336823,
355,1.224,355,0.0,-1.224,-1.10634533487515,
356,0.51,356,0.0,-0.51,-0.714142842854285,
357,0.6475,357,0.0,-0.6475,-0.804673846971554,
358,0.984,358,0.0,-0.984,-0.99196774141098,
359,0.664,359,0.0,-0.664,-0.814861951498534,
360,0.783,360,0.0,-0.783,-0.884872872225158,
361,1.248,361,0.0,-1.248,-1.11713920350152,
362,0.5625,362,2.0,1.4375,1.91666666666667,
363,0.7534,363,0.0,-0.7534,-0.867986175005109,
364,1.201,364,2.0,0.799,0.729080152276116,
365,0.7534,365,2.0,1.2466,1.43619799012659,
366,0.5776,366,1.5873015873015900,1.00970158730159,1.32855472013367,
367,0.613,367,1.0,0.387,0.494288751955728,
368,3.053,368,1.0,-2.053,-1.17496666991079,
369,1.228,369,2.0,0.772,0.696655575035478,
370,0.677,370,1.0,0.323,0.392561937082654,
371,2.059,371,2.0,-0.059,-0.0411172289645965,
372,1.214,372,3.125,1.911,1.734,
373,1.051,373,0.0,-1.051,-1.02518291050914,
374,0.4722,374,0.0,-0.4722,-0.687168101704379,
375,1.227,375,0.0,-1.227,-1.10770032048384,
376,0.727,376,0.0,-0.727,-0.852642949891688,
377,0.5337,377,1.0,0.4663,0.638288197542148,
378,0.618,378,0.0,-0.618,-0.786129760281342,
379,1.209,379,2.0,0.791,0.719388238402391,
380,1.196,380,3.0,1.804,1.64957073568857,
381,1.269,381,0.0,-1.269,-1.12649900133112,
382,0.7344,382,0.0,-0.7344,-0.856971411425142,
383,1.209,383,0.0,-1.209,-1.09954536059228,
384,0.663,384,2.0,1.337,1.64200563451248,
385,1.209,385,1.0,-0.209,-0.190078561094943,
386,0.5522,386,1.0,0.4478,0.602609380874664,
387,0.5864,387,0.0,-0.5864,-0.765767588763066,
388,1.051,388,0.0,-1.051,-1.02518291050914,
389,0.664,389,1.0,0.336,0.412339782686005,
390,0.945,390,0.0,-0.945,-0.972111104761179,
391,1.2,391,0.0,-1.2,-1.1,
392,0.549,392,0.0,-0.549,-0.740945342113708,
393,0.8086,393,0.0,-0.8086,-0.899221885854654,
394,1.223,394,0.0,-1.223,-1.10589330407594,
395,1.204,395,0.0,-1.204,-1.09726933794762,
396,1.205,396,0.0,-1.205,-1.09772492000501,
397,1.226,397,0.0,-1.226,-1.10724884285331,
398,0.5044,398,1.5151515151515200,1.01075151515152,1.42317026774224,
399,1.201,399,1.0,-0.201,-0.183410651573841,
400,0.6543,400,1.0,0.3457,0.427376776824374,
401,0.5537,401,0.0,-0.5537,-0.744110206891425,
402,1.222,402,1.0,-0.222,-0.200824813119913,
403,0.5405,403,0.0,-0.5405,-0.735187051028512,
404,0.7124,404,0.0,-0.7124,-0.844037913840368,
405,0.702,405,0.0,-0.702,-0.837854402626137,
406,1.222,406,1.4705882352941200,0.24858823529412,0.224876963498877,
407,1.051,407,0.0,-1.051,-1.02518291050914,
408,0.7534,408,0.0,-0.7534,-0.867986175005109,
409,1.291,409,0.0,-1.291,-1.13622180933126,
410,0.5156,410,1.0,0.4844,0.674602086547732,
411,1.2,411,1.0,-0.2,-0.2,
412,0.6064,412,0.0,-0.6064,-0.778716893357271,
413,0.8613,413,0.0,-0.8613,-0.928062497895481,
414,0.5127,414,0.0,-0.5127,-0.716030725597722,
415,0.7075,415,1.0,0.2925,0.347746404492492,
416,0.6357,416,0.0,-0.6357,-0.797307970611106,
417,1.118,417,0.0,-1.118,-1.0573551910309,
418,0.5366,418,0.0,-0.5366,-0.732529862872498,
419,0.5586,419,0.0,-0.5586,-0.747395477642192,
420,2.068,420,1.0,-1.068,-0.74267017861046,
421,1.225,421,0.0,-1.225,-1.10679718105893,
422,1.218,422,0.0,-1.218,-1.10363037290571,
423,1.139,423,40.0,38.861,36.4126351817328,
424,1.212,424,3.846153846153850,2.63415384615385,2.39270868594182,
425,2.072,425,3.0,0.928,0.644693216677005,
426,1.211,426,0.0,-1.211,-1.10045445157898,
427,1.195,427,0.0,-1.195,-1.09316055545377,
428,1.217,428,2.0,0.783,0.709768094338105,
429,0.8774,429,10.0,9.1226,9.73912225756746,
430,0.9185,430,2.0,1.0815,1.12846201115285,
431,1.219,431,0.0,-1.219,-1.10408333018844,
432,0.889,432,0.0,-0.889,-0.942867965305853,
433,1.212,433,1.0,-0.212,-0.192568191170881,
434,0.5435,434,0.0,-0.5435,-0.737224524822662,
435,0.8867,435,0.0,-0.8867,-0.941647492430156,
436,1.219,436,0.0,-1.219,-1.10408333018844,
437,1.201,437,0.0,-1.201,-1.0959014554238,
438,1.204,438,0.0,-1.204,-1.09726933794762,
439,1.118,439,1.0,-0.118,-0.111599206208986,
440,1.04,440,0.0,-1.04,-1.01980390271856,
441,0.6772,441,1.0,0.3228,0.392260927901545,
442,1.065,442,0.0,-1.065,-1.03198837202751,
443,1.204,443,3.4482758620689700,2.24427586206897,2.04532814729588,
444,0.664,444,1.0204081632653100,0.35640816326531,0.437384716036715,
445,0.971,445,0.0,-0.971,-0.985393322486001,
446,0.7764,446,0.0,-0.7764,-0.881135630876428,
447,0.7773,447,2.0,1.2227,1.38683750611413,
448,1.231,448,0.0,-1.231,-1.10950439386241,
449,0.908,449,1.0,0.092,0.0965483604370561,
450,1.199,450,0.0,-1.199,-1.09498858441538,
451,0.4812,451,0.0,-0.4812,-0.693685807840985,
452,1.199,452,1.0,-0.199,-0.181737054460935,
453,0.7407,453,1.0,0.2593,0.301287660026053,
454,0.5366,454,0.0,-0.5366,-0.732529862872498,
455,1.063,455,1.0,-0.063,-0.0611046016469062,
456,0.5483,456,0.0,-0.5483,-0.740472821918536,
457,0.5786,457,0.0,-0.5786,-0.760657610229465,
458,0.5107,458,0.0,-0.5107,-0.714632772828115,
459,1.2,459,0.0,-1.2,-1.1,
460,0.9526,460,0.0,-0.9526,-0.976012295004525,
461,1.211,461,0.0,-1.211,-1.10045445157898,
462,1.201,462,10.0,8.799,8.02900658307577,
463,0.5117,463,0.0,-0.5117,-0.715332090710322,
464,0.624,464,0.0,-0.624,-0.78993670632526,
465,1.008,465,1.0,-0.008,-0.00796819072889596,
466,1.205,466,1.0,-0.205,-0.186749882656454,
467,0.5786,467,0.0,-0.5786,-0.760657610229465,
468,0.806,468,1.1111111111111100,0.30511111111111,0.339852526262886,
469,1.221,469,1.0,-0.221,-0.200002047491567,
470,0.501,470,0.0,-0.501,-0.707813534767456,
471,0.575,471,0.0,-0.575,-0.758287544405155,
472,1.205,472,0.0,-1.205,-1.09772492000501,
473,1.222,473,0.0,-1.222,-1.10544108843484,
474,1.102,474,0.0,-1.102,-1.04976187776086,
475,0.664,475,0.0,-0.664,-0.814861951498534,
476,0.7246,476,0.0,-0.7246,-0.851234397801217,
477,1.204,477,1.0,-0.204,-0.185916067227005,
478,0.678,478,1.0,0.322,0.391057864883594,
479,0.613,479,0.0,-0.613,-0.782943165242535,
480,0.756,480,0.0,-0.756,-0.869482604771366,
481,0.69,481,0.0,-0.69,-0.830662386291808,
482,1.142,482,0.0,-1.142,-1.0686440005914,
483,0.7764,483,1.0,0.2236,0.253763430015416,
484,1.197,484,1.0,-0.197,-0.180060789883492,
485,0.4963,485,0.0,-0.4963,-0.704485627958442,
486,0.5615,486,0.0,-0.5615,-0.749333036773369,
487,1.196,487,0.0,-1.196,-1.09361784915939,
488,2.377,488,0.0,-2.377,-1.54175224987674,
489,0.709,489,2.380952380952380,1.67195238095238,1.98564125071668,
490,1.197,490,1.0,-0.197,-0.180060789883492,
491,0.492,491,0.0,-0.492,-0.701427116670007,
492,1.308,492,1.0,-0.308,-0.269306505461328,
493,1.051,493,0.0,-1.051,-1.02518291050914,
494,1.227,494,1.0,-0.227,-0.204929073145747,
495,0.756,495,0.0,-0.756,-0.869482604771366,
496,0.981,496,0.0,-0.981,-0.990454441153151,
497,0.5625,497,0.0,-0.5625,-0.75,
498,1.204,498,0.0,-1.204,-1.09726933794762,
499,0.6187,499,0.0,-0.6187,-0.786574853399217,
500,1.202,500,4.0,2.798,2.55208700606434,
501,0.9297,501,0.0,-0.9297,-0.964209520799292,
502,3.895,502,1.0,-2.895,-1.46688084366092,
503,1.223,503,0.0,-1.223,-1.10589330407594,
504,1.529,504,12.5,10.971,8.87242776770444,
505,1.202,505,2.0,0.798,0.727864700085542,
506,1.201,506,1.0,-0.201,-0.183410651573841,
507,0.565,507,0.0,-0.565,-0.751664818918645,
